SongID,ArtistID,AlbumID,SongTitle,ReleaseYear,PopularityScore
2838,298,229,Song_2838,2001,86
2839,497,1226,Song_2839,2000,68
2840,889,1742,Song_2840,2003,80
2841,479,336,Song_2841,1996,83
2842,926,1505,Song_2842,2003,83
2843,953,2085,Song_2843,2016,70
2844,261,412,Song_2844,2022,80
2845,397,1929,Song_2845,2007,71
2846,665,2156,Song_2846,2001,74
2847,706,1444,Song_2847,2015,90
2848,1044,1138,Song_2848,2006,57
2849,1084,1621,Song_2849,2009,87
2850,281,1123,Song_2850,2014,88
2851,1046,1614,Song_2851,2023,90
2852,924,2033,Song_2852,2002,87
2853,360,772,Song_2853,1998,62
2854,236,417,,1993,62
2855,115,1506,Song_2855,1998,59
2856,262,1340,Song_2856,1998,50
2857,544,1418,Song_2857,2005,88
2858,686,719,Song_2858,2007,68
2859,972,767,Song_2859,1987,82
2860,1088,1583,Song_2860,2007,82
2861,652,1107,Song_2861,2020,82
2862,644,1321,Song_2862,1994,64
2863,971,1829,Song_2863,1989,89
2864,990,1677,Song_2864,1991,60
2865,428,546,Song_2865,2002,60
2866,439,1175,Song_2866,2019,94
2867,651,1490,Song_2867,1985,84
2868,195,345,Song_2868,1986,90
2869,253,740,Song_2869,2009,81
2870,221,1167,Song_2870,2018,69
2871,571,1356,Song_2871,2005,54
2872,937,2200,Song_2872,2010,77
2873,951,376,Song_2873,2009,59
2874,948,493,Song_2874,2001,55
2875,822,722,Song_2875,1982,65
2876,588,938,Song_2876,1982,74
2877,987,1421,Song_2877,2020,79
2878,1000,248,Song_2878,1981,92
2879,893,877,Song_2879,1980,78
2880,748,238,Song_2880,2008,69
2881,633,1213,Song_2881,1991,73
2882,840,1168,Song_2882,2014,90
2883,606,1406,Song_2883,1995,76
2884,975,2147,Song_2884,2019,72
2885,557,2067,,1981,92
2886,954,1920,Song_2886,1994,71
2887,1008,1007,Song_2887,2008,56
2888,263,260,Song_2888,1995,56
2889,470,560,Song_2889,1987,65
2890,784,1629,Song_2890,2013,69
2891,588,1185,Song_2891,2007,61
2892,533,2098,Song_2892,1996,70
2893,485,957,Song_2893,2006,75
2894,831,2069,Song_2894,1994,91
2895,761,1552,Song_2895,1984,77
2896,979,1778,Song_2896,1998,52
2897,780,2095,Song_2897,1986,52
2898,911,1931,Song_2898,2017,59
2899,225,1602,Song_2899,2022,61
2900,1073,1728,Song_2900,2017,75
2901,344,284,Song_2901,2022,97
2902,773,1705,Song_2902,1993,79
2903,146,1491,Song_2903,1986,79
2904,264,1293,Song_2904,1993,90
2905,145,338,Song_2905,1985,52
2906,779,286,Song_2906,2006,91
2907,896,1072,Song_2907,1988,84
2908,179,1092,Song_2908,2014,62
2909,256,1879,Song_2909,2006,60
2910,217,865,Song_2910,1984,90
2911,165,1836,Song_2911,2022,96
2912,461,1513,Song_2912,1992,57
2913,395,1018,Song_2913,2007,63
2914,1035,269,Song_2914,1989,53
2915,662,1266,Song_2915,2005,55
2916,964,466,Song_2916,2000,50
2917,815,797,Song_2917,1985,76
2918,559,717,Song_2918,1992,95
2919,456,1152,Song_2919,1998,62
2920,742,2013,Song_2920,1980,95
2921,241,921,Song_2921,2008,56
2922,639,1160,Song_2922,2022,93
2923,988,1621,Song_2923,1980,82
2924,642,1208,Song_2924,1990,72
2925,706,757,Song_2925,1985,85
2926,655,1225,Song_2926,2021,82
2927,626,1625,Song_2927,1991,65
2928,356,1709,Song_2928,2015,82
2929,219,791,Song_2929,1981,80
2930,264,1274,Song_2930,2013,75
2931,886,1213,Song_2931,1996,97
2932,1042,882,Song_2932,1987,71
2933,373,1912,Song_2933,1985,82
2934,426,1842,Song_2934,1992,65
2935,854,551,Song_2935,2000,56
2936,779,419,Song_2936,1983,60
2937,899,571,Song_2937,2001,73
2938,409,1535,Song_2938,1997,51
2939,352,820,Song_2939,1994,88
2940,153,688,Song_2940,1996,62
2941,694,1043,Song_2941,2008,65
2942,608,544,Song_2942,2007,52
2943,871,719,Song_2943,2014,85
2944,806,1390,Song_2944,1989,52
2945,858,1103,Song_2945,2010,50
2946,174,1346,Song_2946,1992,63
2947,193,1964,Song_2947,2021,88
2948,167,459,Song_2948,1985,77
2949,308,720,Song_2949,2017,90
2950,182,820,Song_2950,1988,65
2951,969,867,Song_2951,2020,93
2952,735,388,Song_2952,2022,95
2953,987,703,Song_2953,2013,87
2954,826,831,Song_2954,1994,60
2955,346,310,Song_2955,2000,53
2956,394,666,Song_2956,1990,63
2957,587,1112,Song_2957,1990,55
2958,1076,1018,Song_2958,1986,51
2959,692,2177,Song_2959,1995,62
2960,847,840,Song_2960,2020,86
2961,619,204,Song_2961,2006,56
2962,272,1964,Song_2962,1990,86
2963,485,1714,Song_2963,2015,67
2964,105,1618,Song_2964,2016,83
2965,116,449,Song_2965,2005,52
2966,308,704,Song_2966,1982,64
2967,841,471,Song_2967,1986,81
2968,670,2115,Song_2968,2008,70
2969,114,658,Song_2969,1995,63
2970,849,226,Song_2970,2011,70
2971,504,1238,Song_2971,2017,95
2972,535,604,Song_2972,1991,69
2973,1053,345,Song_2973,2000,56
2974,835,752,Song_2974,1993,81
2975,676,1072,Song_2975,2011,91
2976,419,1526,Song_2976,2024,59
2977,907,1729,Song_2977,2016,52
2978,924,978,Song_2978,1998,63
2979,460,2054,Song_2979,1980,69
2980,776,799,Song_2980,2014,60
2981,1078,1949,Song_2981,1996,94
2982,918,1287,Song_2982,2007,64
2983,734,843,Song_2983,2011,52
2984,705,1217,Song_2984,1988,50
2985,325,1563,Song_2985,1990,77
2986,1058,544,Song_2986,1980,63
2987,738,1848,Song_2987,2006,80
2988,741,1652,Song_2988,1990,81
2989,196,1464,Song_2989,1999,59
2990,316,1772,Song_2990,1997,68
2991,226,2029,Song_2991,2019,87
2992,1087,410,Song_2992,2012,76
2993,123,671,Song_2993,1998,74
2994,223,272,Song_2994,1986,70
2995,235,1064,Song_2995,1989,77
2996,449,317,Song_2996,2013,50
2997,1046,1593,Song_2997,2010,88
2998,1035,1985,Song_2998,1998,92
2999,202,712,Song_2999,1998,60
3000,910,1936,Song_3000,1995,86
3001,119,1617,Song_3001,2005,65
3002,175,1591,Song_3002,2022,68
3003,615,1713,Song_3003,2004,72
3004,456,960,Song_3004,1996,65
3005,142,872,Song_3005,2009,59
3006,884,260,Song_3006,1986,52
3007,231,1009,Song_3007,2000,92
3008,247,1925,Song_3008,2008,78
3009,585,1580,Song_3009,1987,80
3010,615,2181,Song_3010,1992,96
3011,849,924,Song_3011,2004,67
3012,619,1548,Song_3012,2017,80
3013,320,937,Song_3013,2012,98
3014,469,215,Song_3014,2009,92
3015,441,1444,Song_3015,1985,94
3016,273,1745,Song_3016,2017,90
3017,778,707,Song_3017,2015,68
3018,904,509,Song_3018,2020,63
3019,1076,1579,Song_3019,1995,70
3020,574,1332,Song_3020,2015,70
3021,444,2155,Song_3021,2002,56
3022,191,858,Song_3022,1997,63
3023,104,1574,Song_3023,2000,53
3024,781,2148,Song_3024,2020,91
3025,873,284,Song_3025,1995,91
3026,184,1206,Song_3026,2015,74
3027,1075,223,Song_3027,2001,51
3028,515,2166,Song_3028,1985,55
3029,350,1117,Song_3029,1982,61
3030,955,1300,Song_3030,1983,52
3031,1043,1193,Song_3031,2004,79
3032,1027,1362,Song_3032,2010,63
3033,410,1945,Song_3033,2024,93
3034,983,1097,Song_3034,1994,85
3035,597,1346,Song_3035,1982,83
3036,146,906,Song_3036,2017,66
3037,310,819,,2009,76
3038,545,1342,Song_3038,2019,91
3039,590,715,Song_3039,2024,62
3040,221,1500,Song_3040,1982,75
3041,574,317,Song_3041,2024,76
3042,268,1104,Song_3042,2017,74
3043,1051,371,Song_3043,2022,72
3044,457,881,Song_3044,2018,83
3045,1035,1840,Song_3045,2024,92
3046,246,1410,Song_3046,1995,74
3047,306,807,Song_3047,2024,84
3048,886,1809,Song_3048,2023,95
3049,373,1372,Song_3049,1989,64
3050,756,260,Song_3050,2018,98
3051,750,1303,Song_3051,2012,62
3052,119,385,Song_3052,2003,95
3053,1095,1420,Song_3053,2004,94
3054,431,1208,Song_3054,1989,57
3055,524,747,,1993,81
3056,205,1104,Song_3056,1987,66
3057,794,256,Song_3057,2020,99
3058,1085,804,Song_3058,2013,54
3059,1029,1672,Song_3059,2019,63
3060,643,880,Song_3060,2019,55
3061,501,1573,Song_3061,1988,82
3062,661,1404,Song_3062,2014,61
3063,608,1683,Song_3063,1983,70
3064,304,1497,Song_3064,2012,76
3065,1097,1351,Song_3065,1980,95
3066,1001,1130,Song_3066,1990,57
3067,122,1532,Song_3067,2003,74
3068,844,1958,Song_3068,1986,71
3069,902,1025,Song_3069,2009,85
3070,244,692,Song_3070,1990,67
3071,171,726,Song_3071,2024,75
3072,227,596,Song_3072,1982,51
3073,536,1856,Song_3073,1998,94
3074,634,1629,Song_3074,2008,60
3075,409,615,Song_3075,2018,58
3076,156,2056,Song_3076,1992,93
3077,1066,843,Song_3077,2022,88
3078,434,1712,Song_3078,2003,99
3079,928,1541,Song_3079,2022,79
3080,624,1558,Song_3080,2016,57
3081,1070,306,Song_3081,2021,97
3082,696,764,Song_3082,1988,63
3083,350,1232,Song_3083,2021,56
3084,268,449,Song_3084,2001,96
3085,558,848,Song_3085,2010,70
3086,822,920,Song_3086,2006,74
3087,222,648,Song_3087,1985,56
3088,492,255,Song_3088,1983,91
3089,307,1663,Song_3089,2011,74
3090,923,1437,,1998,74
3091,957,294,Song_3091,2021,82
3092,166,1634,Song_3092,1988,65
3093,728,1121,Song_3093,2017,51
3094,516,2187,Song_3094,1981,65
3095,972,665,Song_3095,1980,71
3096,816,913,Song_3096,2009,73
3097,893,1249,Song_3097,2017,52
3098,572,1600,,2007,58
3099,355,850,Song_3099,1998,72
3100,843,1571,Song_3100,1988,65
3101,907,886,Song_3101,2005,56
3102,403,1000,Song_3102,1999,88
3103,632,2023,Song_3103,1988,73
3104,532,1663,Song_3104,1984,71
3105,458,1561,Song_3105,2012,98
3106,796,689,Song_3106,2005,82
3107,934,790,Song_3107,1991,92
3108,781,1897,Song_3108,2023,60
3109,417,747,Song_3109,2021,88
3110,554,1304,Song_3110,1999,74
3111,851,1954,Song_3111,2013,93
3112,782,551,Song_3112,2007,60
3113,440,932,Song_3113,2018,51
3114,149,2097,Song_3114,2004,64
3115,559,224,Song_3115,2020,68
3116,152,2110,Song_3116,2010,61
3117,851,1318,Song_3117,2001,57
3118,848,1936,Song_3118,2023,73
3119,338,302,Song_3119,2021,61
3120,487,859,Song_3120,1998,60
3121,782,848,Song_3121,1994,65
3122,1042,391,Song_3122,1981,95
3123,154,1012,Song_3123,2002,80
3124,284,476,Song_3124,1983,95
3125,174,1120,,2003,55
3126,815,1067,Song_3126,1983,75
3127,1015,1618,Song_3127,1989,70
3128,567,1174,Song_3128,2003,59
3129,379,1154,Song_3129,2020,81
3130,232,1260,Song_3130,1987,53
3131,1095,2149,Song_3131,2001,68
3132,244,1452,Song_3132,2019,66
3133,324,1529,Song_3133,2016,60
3134,595,674,Song_3134,2001,57
3135,993,1110,Song_3135,1982,67
3136,325,1389,Song_3136,1994,68
3137,621,2045,Song_3137,1980,91
3138,775,1262,Song_3138,2002,63
3139,202,202,Song_3139,2001,83
3140,438,1622,Song_3140,1991,96
3141,1094,2139,Song_3141,1981,86
3142,822,1175,Song_3142,1985,90
3143,729,283,Song_3143,2005,69
3144,654,767,Song_3144,2013,73
3145,446,2177,Song_3145,1994,59
3146,749,428,Song_3146,1993,98
3147,835,583,Song_3147,2014,54
3148,452,1824,Song_3148,1995,64
3149,813,588,Song_3149,2020,91
3150,191,467,Song_3150,1989,95
3151,968,667,Song_3151,2019,81
3152,777,1938,Song_3152,1991,64
3153,487,1508,Song_3153,1986,65
3154,315,883,Song_3154,2007,82
3155,853,2123,Song_3155,1997,92
3156,274,2136,Song_3156,2001,64
3157,355,722,Song_3157,2006,61
3158,809,1639,Song_3158,2012,97
3159,1080,625,Song_3159,2000,76
3160,394,951,Song_3160,2024,94
3161,346,973,Song_3161,2014,50
3162,943,2168,Song_3162,2000,87
3163,208,747,Song_3163,2014,52
3164,733,804,Song_3164,2012,85
3165,308,2151,Song_3165,2019,90
3166,692,2190,Song_3166,1990,82
3167,690,1819,Song_3167,2008,74
3168,555,1063,Song_3168,2007,79
3169,303,1366,Song_3169,1997,69
3170,553,2041,Song_3170,1998,56
3171,1012,202,Song_3171,2011,72
3172,723,292,Song_3172,1991,50
3173,795,994,Song_3173,1980,73
3174,385,388,Song_3174,1985,52
3175,162,1738,Song_3175,1998,86
3176,1027,804,Song_3176,2000,95
3177,437,1553,Song_3177,2024,68
3178,906,1820,Song_3178,2018,53
3179,777,353,Song_3179,1995,62
3180,759,1690,Song_3180,1988,56
3181,187,928,Song_3181,2017,64
3182,939,1703,Song_3182,2008,73
3183,170,1840,Song_3183,1984,68
3184,470,290,Song_3184,1982,89
3185,300,1358,Song_3185,1982,66
3186,564,997,Song_3186,1989,81
3187,842,331,Song_3187,2014,65
3188,515,1303,Song_3188,2018,81
3189,806,489,Song_3189,2008,66
3190,934,1461,Song_3190,2015,65
3191,598,1180,Song_3191,1995,71
3192,527,989,Song_3192,2008,90
3193,430,1475,Song_3193,2019,62
3194,778,1061,Song_3194,2005,53
3195,196,1550,Song_3195,1988,90
3196,601,1500,Song_3196,2001,51
3197,1047,1930,Song_3197,1999,73
3198,687,1648,Song_3198,2024,58
3199,664,2130,Song_3199,1998,73
3200,720,2192,,2023,63
3201,240,839,Song_3201,2004,74
3202,777,1258,Song_3202,2022,59
3203,1035,424,Song_3203,1989,94
3204,102,365,Song_3204,2012,82
3205,285,645,Song_3205,2017,93
3206,290,396,Song_3206,1989,62
3207,928,807,Song_3207,1990,88
3208,798,1710,Song_3208,2021,93
3209,193,2082,Song_3209,1992,90
3210,1013,1155,Song_3210,1991,84
3211,361,900,Song_3211,2010,56
3212,137,918,Song_3212,1991,97
3213,875,962,Song_3213,1994,86
3214,718,781,Song_3214,1985,64
3215,540,436,Song_3215,1999,80
3216,287,669,Song_3216,1992,89
3217,1006,1326,Song_3217,2010,77
3218,937,1172,Song_3218,1989,52
3219,964,1705,Song_3219,1993,59
3220,286,1652,Song_3220,2019,65
3221,907,745,Song_3221,2004,96
3222,551,1818,Song_3222,2017,68
3223,1097,627,Song_3223,1980,52
3224,250,1823,Song_3224,1999,82
3225,113,1872,Song_3225,1991,78
3226,827,422,Song_3226,1996,62
3227,670,1434,Song_3227,1984,99
3228,868,2194,Song_3228,1999,91
3229,294,1863,Song_3229,2016,80
3230,787,1547,Song_3230,1995,53
3231,624,1586,Song_3231,1996,78
3232,157,585,,2003,75
3233,339,1626,Song_3233,2010,80
3234,742,1418,Song_3234,2016,72
3235,270,2078,Song_3235,1980,78
3236,178,2062,Song_3236,2012,84
3237,667,1927,Song_3237,1998,91
3238,628,1145,Song_3238,2014,92
3239,366,207,Song_3239,2007,59
3240,275,1661,Song_3240,2012,85
3241,769,1648,Song_3241,2005,72
3242,923,829,Song_3242,2011,58
3243,921,1530,Song_3243,2020,93
3244,614,1957,Song_3244,2022,73
3245,652,1716,Song_3245,2020,66
3246,1098,1090,Song_3246,2010,60
3247,666,1251,Song_3247,2023,82
3248,915,1925,Song_3248,1992,70
3249,375,1734,Song_3249,2019,82
3250,313,740,Song_3250,2009,56
3251,299,1001,Song_3251,2015,80
3252,630,1238,Song_3252,1984,69
3253,532,2027,Song_3253,1983,51
3254,518,2040,Song_3254,1995,85
3255,141,277,Song_3255,1985,56
3256,1072,431,Song_3256,2001,54
3257,408,739,Song_3257,1981,72
3258,156,1252,Song_3258,1984,51
3259,907,1040,Song_3259,1996,74
3260,880,377,Song_3260,2014,89
3261,1012,549,Song_3261,2023,68
3262,578,1937,Song_3262,1990,84
3263,864,1531,Song_3263,2005,68
3264,348,528,Song_3264,2017,59
3265,115,208,Song_3265,2008,72
3266,659,900,Song_3266,1993,75
3267,910,276,Song_3267,1984,51
3268,779,976,Song_3268,2019,93
3269,116,740,Song_3269,1989,50
3270,120,1726,Song_3270,1995,64
3271,307,1892,Song_3271,2012,80
3272,275,772,Song_3272,1994,56
3273,1077,1332,Song_3273,2001,51
3274,937,1569,Song_3274,1981,78
3275,906,479,Song_3275,2024,76
3276,824,1817,Song_3276,2003,78
3277,987,1534,Song_3277,2013,76
3278,1039,2085,Song_3278,1990,61
3279,446,858,Song_3279,1984,70
3280,704,1195,Song_3280,2016,60
3281,883,1610,Song_3281,2013,88
3282,599,1110,Song_3282,2007,66
3283,119,201,Song_3283,2016,94
3284,327,1515,Song_3284,2011,56
3285,490,509,Song_3285,2019,58
3286,732,317,Song_3286,2009,76
3287,582,1940,Song_3287,2007,94
3288,528,1139,Song_3288,2015,60
3289,1039,1564,Song_3289,2007,75
3290,771,662,Song_3290,1989,92
3291,205,1556,Song_3291,2019,81
3292,601,1873,Song_3292,1998,91
3293,802,594,Song_3293,2017,90
3294,755,1526,Song_3294,1994,64
3295,252,749,Song_3295,2002,62
3296,215,806,Song_3296,1997,96
3297,603,1280,Song_3297,2024,91
3298,1003,1501,Song_3298,2020,50
3299,380,1366,Song_3299,2001,71
3300,530,1730,Song_3300,1985,84
3301,146,588,Song_3301,2000,64
3302,450,265,Song_3302,1987,72
3303,811,644,Song_3303,2013,78
3304,600,1779,Song_3304,2020,79
3305,444,1736,Song_3305,1992,73
3306,791,1160,Song_3306,2009,79
3307,679,885,Song_3307,2022,73
3308,1079,347,Song_3308,1985,56
3309,406,802,Song_3309,2010,99
3310,1020,1326,Song_3310,2016,77
3311,104,1821,Song_3311,1997,64
3312,775,1102,Song_3312,2022,94
3313,125,1562,Song_3313,2007,76
3314,528,484,Song_3314,2006,70
3315,548,2197,Song_3315,2006,60
3316,161,451,Song_3316,1997,91
3317,433,1354,Song_3317,1989,74
3318,125,1367,Song_3318,2006,80
3319,723,570,Song_3319,1985,91
3320,649,465,Song_3320,2020,90
3321,674,1967,Song_3321,2003,96
3322,766,548,Song_3322,2017,81
3323,729,220,Song_3323,2017,65
3324,781,1311,Song_3324,2009,64
3325,894,539,Song_3325,2017,51
3326,374,263,Song_3326,2021,91
3327,257,1620,Song_3327,1989,63
3328,149,526,Song_3328,1993,73
3329,476,2167,Song_3329,1981,85
3330,122,1165,Song_3330,2022,93
3331,1051,803,Song_3331,1987,86
3332,873,2173,Song_3332,1981,71
3333,642,1770,Song_3333,2010,61
3334,690,2182,Song_3334,1984,57
3335,1061,380,Song_3335,2014,58
3336,926,706,Song_3336,2011,71
3337,741,1911,Song_3337,2010,64
3338,774,838,Song_3338,1987,69
3339,860,1379,Song_3339,2024,62
3340,150,2147,Song_3340,2005,86
3341,665,1653,Song_3341,1986,65
3342,624,1166,Song_3342,2017,94
3343,760,439,Song_3343,2011,54
3344,424,731,Song_3344,2005,71
3345,1000,715,Song_3345,1998,64
3346,654,1510,Song_3346,2006,83
3347,1023,2003,Song_3347,2001,73
3348,886,1971,Song_3348,2022,62
3349,956,1084,Song_3349,2022,51
3350,1059,655,Song_3350,2007,55
3351,390,1861,Song_3351,1985,89
3352,780,240,Song_3352,1980,75
3353,872,218,Song_3353,2019,82
3354,965,840,Song_3354,2009,70
3355,675,1039,Song_3355,1981,55
3356,455,1575,Song_3356,2016,53
3357,561,1983,Song_3357,1991,66
3358,238,644,Song_3358,1990,81
3359,868,707,Song_3359,2020,88
3360,752,1342,Song_3360,1988,53
3361,628,992,Song_3361,1992,90
3362,509,639,Song_3362,2007,74
3363,268,371,Song_3363,2023,87
3364,1019,752,Song_3364,1983,60
3365,112,1636,Song_3365,2003,76
3366,276,416,Song_3366,2018,54
3367,592,945,Song_3367,2012,87
3368,525,1449,Song_3368,1993,61
3369,984,1592,Song_3369,1981,71
3370,565,222,Song_3370,1997,58
3371,793,1852,Song_3371,1990,96
3372,817,369,Song_3372,1982,62
3373,615,961,Song_3373,2016,55
3374,846,995,Song_3374,2018,81
3375,1085,1620,Song_3375,2009,82
3376,269,1992,Song_3376,1986,97
3377,477,676,Song_3377,2016,91
3378,683,446,Song_3378,2003,87
3379,501,484,Song_3379,1984,66
3380,671,538,Song_3380,2018,55
3381,148,572,Song_3381,2008,74
3382,562,1630,Song_3382,1985,53
3383,273,251,Song_3383,2016,82
3384,769,1579,Song_3384,1990,93
3385,951,333,Song_3385,2005,51
3386,1053,1970,Song_3386,1985,96
3387,984,1329,Song_3387,1980,56
3388,842,1074,Song_3388,2008,80
3389,221,516,Song_3389,2023,90
3390,379,811,Song_3390,2010,59
3391,806,899,Song_3391,1990,66
3392,217,487,Song_3392,2021,59
3393,1067,554,Song_3393,1991,92
3394,941,1294,Song_3394,2017,77
3395,435,777,Song_3395,1982,87
3396,818,293,Song_3396,1991,87
3397,492,1798,,2012,57
3398,171,1041,Song_3398,1983,83
3399,767,1995,Song_3399,1999,76
3400,410,1150,Song_3400,1993,58
3401,898,1064,Song_3401,2019,83
3402,200,2134,Song_3402,2013,59
3403,665,285,Song_3403,1993,50
3404,706,377,Song_3404,2018,85
3405,518,1560,Song_3405,2004,75
3406,174,524,Song_3406,2014,57
3407,682,2169,Song_3407,2020,55
3408,206,303,Song_3408,1986,84
3409,803,1778,Song_3409,2002,52
3410,501,997,Song_3410,1983,59
3411,1007,1689,Song_3411,2010,59
3412,197,1921,Song_3412,2002,59
3413,785,2056,Song_3413,2018,96
3414,398,1474,Song_3414,1980,65
3415,322,1452,Song_3415,2002,98
3416,432,1100,Song_3416,1986,76
3417,700,1536,Song_3417,1989,77
3418,704,676,Song_3418,2010,91
3419,235,1531,Song_3419,2003,68
3420,719,749,Song_3420,2015,92
3421,692,650,Song_3421,2003,75
3422,141,1998,Song_3422,2017,95
3423,345,1448,Song_3423,1984,72
3424,155,1417,Song_3424,2013,63
3425,427,728,Song_3425,1998,74
3426,705,1641,Song_3426,2012,98
3427,1021,497,Song_3427,1993,93
3428,406,853,Song_3428,1982,85
3429,1047,1578,Song_3429,1990,73
3430,723,1449,Song_3430,2000,51
3431,996,1800,Song_3431,2000,83
3432,1073,1972,Song_3432,2019,88
3433,436,1663,Song_3433,2009,87
3434,175,1354,Song_3434,2004,55
3435,1023,1935,Song_3435,1987,89
3436,835,687,Song_3436,1981,59
3437,730,589,Song_3437,1988,89
3438,225,1689,Song_3438,1982,88
3439,344,1392,Song_3439,1995,83
3440,569,1163,Song_3440,1983,58
3441,598,556,Song_3441,2019,54
3442,671,1959,Song_3442,1985,63
3443,484,853,Song_3443,2003,91
3444,848,767,Song_3444,1995,60
3445,654,500,Song_3445,2014,62
3446,655,737,Song_3446,2006,74
3447,208,1747,Song_3447,2011,95
3448,141,429,Song_3448,2017,76
3449,996,298,Song_3449,1993,55
3450,285,2110,Song_3450,2015,99
3451,104,1807,Song_3451,2004,78
3452,466,2173,Song_3452,2014,62
3453,865,202,Song_3453,2019,78
3454,240,1322,Song_3454,2005,87
3455,568,798,Song_3455,1998,83
3456,125,506,Song_3456,1983,87
3457,522,1884,Song_3457,2023,95
3458,546,663,Song_3458,2012,83
3459,975,1031,Song_3459,2014,69
3460,569,1667,Song_3460,1980,75
3461,197,1704,Song_3461,2024,96
3462,928,948,Song_3462,2024,59
3463,466,775,Song_3463,1987,78
3464,1028,731,Song_3464,2005,96
3465,589,1989,Song_3465,1985,93
3466,771,346,Song_3466,1993,54
3467,892,1952,Song_3467,2010,63
3468,1067,298,Song_3468,2012,88
3469,977,394,Song_3469,1992,59
3470,184,541,Song_3470,2001,66
3471,394,950,Song_3471,1980,96
3472,401,2014,Song_3472,2021,73
3473,857,1111,Song_3473,1986,81
3474,308,389,Song_3474,2003,64
3475,901,1598,Song_3475,2015,82
3476,591,258,Song_3476,1999,84
3477,1043,647,Song_3477,2001,84
3478,748,1168,Song_3478,2009,86
3479,1029,862,Song_3479,1995,52
3480,668,705,Song_3480,2012,63
3481,585,852,Song_3481,1991,88
3482,339,426,Song_3482,1985,77
3483,612,957,Song_3483,1994,55
3484,516,916,Song_3484,1987,55
3485,473,2159,Song_3485,1996,84
3486,606,610,Song_3486,2007,93
3487,377,1299,Song_3487,2019,64
3488,280,1882,Song_3488,2002,56
3489,760,2195,Song_3489,2004,89
3490,651,1442,Song_3490,2003,99
3491,799,1740,Song_3491,2009,87
3492,444,2127,Song_3492,1985,70
3493,882,1944,Song_3493,1986,85
3494,983,2091,Song_3494,1989,93
3495,872,1877,Song_3495,2022,59
3496,594,1296,Song_3496,2022,74
3497,693,374,Song_3497,1990,51
3498,117,474,Song_3498,2018,91
3499,884,1532,Song_3499,1990,81
3500,1098,531,Song_3500,1984,82
3501,825,366,Song_3501,2010,67
3502,1006,1013,Song_3502,2008,51
3503,746,281,Song_3503,2023,58
3504,405,1462,Song_3504,2001,83
3505,541,406,Song_3505,2023,68
3506,374,504,Song_3506,2014,62
3507,870,1175,Song_3507,1999,91
3508,321,1305,Song_3508,2022,95
3509,670,1226,Song_3509,1994,54
3510,133,1279,Song_3510,2019,59
3511,389,1586,Song_3511,1992,73
3512,506,1091,Song_3512,1999,92
3513,344,1111,Song_3513,1990,95
3514,392,1176,Song_3514,1992,89
3515,576,591,Song_3515,2007,89
3516,965,1536,Song_3516,2003,81
3517,630,1068,Song_3517,1985,94
3518,313,488,Song_3518,1990,78
3519,106,936,Song_3519,2016,90
3520,479,771,Song_3520,2016,71
3521,641,380,Song_3521,2003,62
3522,1040,1765,Song_3522,1992,99
3523,648,1409,Song_3523,2014,55
3524,378,1396,Song_3524,1996,69
3525,500,704,Song_3525,2024,87
3526,368,1324,Song_3526,2010,99
3527,847,2134,Song_3527,2021,72
3528,129,1495,,2004,66
3529,885,235,Song_3529,1994,51
3530,1093,862,Song_3530,2017,70
3531,166,1897,Song_3531,1987,97
3532,712,1740,,1998,97
3533,420,1558,Song_3533,2022,51
3534,972,1962,Song_3534,2023,60
3535,859,425,Song_3535,2007,65
3536,445,926,Song_3536,2016,99
3537,245,1689,Song_3537,2004,75
3538,788,478,Song_3538,2017,91
3539,913,1960,Song_3539,2002,50
3540,454,1713,Song_3540,2019,52
3541,884,437,Song_3541,1984,88
3542,706,1905,Song_3542,2011,84
3543,264,1738,Song_3543,2001,72
3544,476,1565,Song_3544,2023,75
3545,475,1317,Song_3545,1986,75
3546,209,914,Song_3546,2024,79
3547,890,1298,Song_3547,2014,88
3548,818,1571,Song_3548,1981,71
3549,880,2072,Song_3549,2007,94
3550,296,275,Song_3550,1987,54
3551,176,2135,Song_3551,2002,58
3552,498,1970,Song_3552,1993,56
3553,542,1171,Song_3553,2001,78
3554,660,409,Song_3554,1980,86
3555,369,1713,Song_3555,2018,66
3556,1028,994,Song_3556,2024,65
3557,1053,366,Song_3557,1996,75
3558,359,1175,Song_3558,2005,89
3559,793,1776,Song_3559,1993,69
3560,436,350,Song_3560,2002,83
3561,733,2190,Song_3561,1994,57
3562,1054,1472,Song_3562,2020,73
3563,1058,811,Song_3563,2020,82
3564,146,1278,Song_3564,1994,68
3565,958,1543,Song_3565,1980,71
3566,765,1388,Song_3566,2008,76
3567,649,2115,Song_3567,2017,86
3568,648,977,Song_3568,2010,54
3569,239,428,Song_3569,1980,76
3570,991,1381,Song_3570,1991,84
3571,795,1078,Song_3571,2024,65
3572,948,2074,Song_3572,1997,60
3573,1005,1921,Song_3573,1990,57
3574,749,1141,Song_3574,1987,98
3575,881,2067,Song_3575,1992,87
3576,589,558,,2009,90
3577,310,1848,Song_3577,2022,91
3578,934,1060,Song_3578,1993,88
3579,373,1110,Song_3579,2015,59
3580,1034,1986,Song_3580,1980,84
3581,864,737,Song_3581,2003,57
3582,560,814,Song_3582,2005,60
3583,522,1536,Song_3583,2023,91
3584,592,451,Song_3584,2011,68
3585,742,1673,Song_3585,2022,59
3586,524,1158,Song_3586,2014,85
3587,620,2002,Song_3587,1997,82
